,,,,value,value
,,,,mean,var
Mundurukú,muu,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,bz2,0.94116211,3.68e-06
Mundurukú,muu,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,gzip,0.93006936,8.9e-07
Pano,csh,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,bz2,0.97248807,4e-07
Pano,csh,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,gzip,0.93429761,3.1e-07
Pano,csh,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,bz2,-1.35185888,1.19e-06
Pano,csh,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,gzip,-1.15920675,1.37e-06
Pano,csh,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,bz2,0.89047698,7.82e-06
Pano,csh,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,gzip,0.90439946,6.32e-06
Pano,csh,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,bz2,0.9159232,5.49e-06
Pano,csh,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,gzip,0.91895625,1.01e-06
Pano,myr,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,bz2,0.90423878,2e-07
Pano,myr,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,gzip,0.91343255,1.2e-07
Pano,myr,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,bz2,-1.4962429,1.49e-06
Pano,myr,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,gzip,-1.26054502,9.9e-07
Pano,myr,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,bz2,0.89958647,1.363e-05
Pano,myr,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,gzip,0.90329912,7.76e-06
Pano,myr,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,bz2,0.94268736,1.01e-06
Pano,myr,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,gzip,0.92883497,1.25e-06
Pano,yam,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,bz2,0.94817458,2.01e-06
Pano,yam,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,gzip,0.8943956,9.3e-07
Pano,yam,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,bz2,-1.35529668,1.77e-06
Pano,yam,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,gzip,-1.17300086,1.94e-06
Pano,yam,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,bz2,0.89659128,1.707e-05
Pano,yam,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,gzip,0.90612364,1.37e-05
Pano,yam,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,bz2,0.9269586,9.3e-07
Pano,yam,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,gzip,0.92302135,6.6e-07
Rikbaktsa,rik,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,bz2,0.96873167,7.5e-07
Rikbaktsa,rik,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,gzip,0.90708034,2.5e-07
Rikbaktsa,rik,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,bz2,-1.43278652,1.29e-06
Rikbaktsa,rik,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,gzip,-1.23586265,1.11e-06
Rikbaktsa,rik,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,bz2,0.9016334,8.45e-06
Rikbaktsa,rik,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,gzip,0.9029858,6.18e-06
Rikbaktsa,rik,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,bz2,0.9332754,2.53e-06
Rikbaktsa,rik,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,gzip,0.92314169,1.39e-06
Ticuna,tic,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,bz2,0.90148977,1.15e-06
Ticuna,tic,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,gzip,0.8677967,3.4e-07
Ticuna,tic,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,bz2,-1.45753872,6.55e-06
Ticuna,tic,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,gzip,-1.23176296,1.07e-06
Ticuna,tic,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,bz2,0.89694862,6.3e-06
Ticuna,tic,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,gzip,0.90381581,7.94e-06
Ticuna,tic,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,bz2,0.9515446,2.56e-06
Ticuna,tic,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,gzip,0.93250037,1.91e-06
Tukano,cub,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,bz2,0.94825954,3.7e-07
Tukano,cub,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,gzip,0.9126624,3.1e-07
Tukano,cub,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,bz2,-1.42522065,5.3e-06
Tukano,cub,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,gzip,-1.22415764,1.68e-06
Tukano,cub,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,bz2,0.89908384,1.187e-05
Tukano,cub,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,gzip,0.90596218,5.85e-06
Tukano,cub,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,bz2,0.9392383,1.26e-06
Tukano,cub,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,gzip,0.92675445,9.9e-07
Tukano,des,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,bz2,0.91936965,1.7e-07
Tukano,des,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,gzip,0.87320661,3.6e-07
Tukano,des,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,bz2,-1.40173037,2.39e-06
Tukano,des,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,gzip,-1.1948921,2.16e-06
Tukano,des,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,bz2,0.89567904,1.066e-05
Tukano,des,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,gzip,0.90244332,2.5e-06
Tukano,des,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,bz2,0.9341211,8.3e-07
Tukano,des,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,gzip,0.92376438,8.1e-07
Tukano,gno,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,bz2,0.84921165,1.97e-06
Tukano,gno,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,gzip,0.78358709,1.5e-07
Tukano,gno,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,bz2,-1.40542366,1.01e-06
Tukano,gno,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,gzip,-1.20473363,9.6e-07
Tukano,gno,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,bz2,0.89011792,5.45e-06
Tukano,gno,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,gzip,0.90361766,7.12e-06
Tukano,gno,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,bz2,0.94260417,1.48e-06
Tukano,gno,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,gzip,0.93297473,3.3e-07
Tukano,mcn,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,bz2,0.84041424,1.13e-06
Tukano,mcn,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,gzip,0.78494443,1.9e-07
Tukano,mcn,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,bz2,-1.4288682,2.214e-05
Tukano,mcn,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,gzip,-1.21349372,7.4e-07
Tukano,mcn,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,bz2,0.89579318,1.249e-05
Tukano,mcn,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,gzip,0.90418949,4.07e-06
Tukano,mcn,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,bz2,0.95134338,1.12e-06
Tukano,mcn,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,gzip,0.93538893,1.15e-06
Tukano,prt,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,bz2,0.86955987,1.04e-06
Tukano,prt,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,gzip,0.8246078,3.2e-07
Tukano,prt,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,bz2,-1.4656429,2.38e-06
Tukano,prt,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,gzip,-1.24554017,1.21e-06
Tukano,prt,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,bz2,0.90072683,3.71e-06
Tukano,prt,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,gzip,0.90374006,1.182e-05
Tukano,prt,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,bz2,0.94839087,2.5e-06
Tukano,prt,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,gzip,0.9326583,1.18e-06
Tukano,sri,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,bz2,0.92675465,1.26e-06
Tukano,sri,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,gzip,0.93447402,3.8e-07
Tukano,sri,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,bz2,-1.46766281,1.04e-05
Tukano,sri,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,gzip,-1.22538986,4e-07
Tukano,sri,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,bz2,0.90672122,3.51e-06
Tukano,sri,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,gzip,0.9028736,5.24e-06
Tukano,sri,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,bz2,0.94737103,1.45e-06
Tukano,sri,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,gzip,0.92546862,2.16e-06
Tukano,tuc,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,bz2,0.94966654,6.8e-07
Tukano,tuc,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,gzip,0.95832949,8.3e-07
Tukano,tuc,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,bz2,-1.45576593,5e-06
Tukano,tuc,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,gzip,-1.2063032,8.5e-07
Tukano,tuc,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,bz2,0.91113376,7.54e-06
Tukano,tuc,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,gzip,0.90582869,5.4e-06
Tukano,tuc,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,bz2,0.94825927,2.33e-06
Tukano,tuc,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,gzip,0.92238849,1.29e-06
Tukano,tuy,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,bz2,1.03803539,3.2e-07
Tukano,tuy,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,gzip,1.07348072,1.07e-06
Tukano,tuy,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,bz2,-1.40885883,4.57e-06
Tukano,tuy,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,gzip,-1.18783666,7.7e-07
Tukano,tuy,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,bz2,0.9102834,6.07e-06
Tukano,tuy,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,gzip,0.90526048,1.053e-05
Tukano,tuy,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,bz2,0.9400065,1.46e-06
Tukano,tuy,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,gzip,0.91779346,1.37e-06
Tupi,kaw,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,bz2,0.92650861,8.1e-07
Tupi,kaw,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,gzip,0.90156794,2.5e-07
Tupi,kaw,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,bz2,-1.38656015,8.8e-07
Tupi,kaw,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,gzip,-1.19118884,5.2e-07
Tupi,kaw,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,bz2,0.90033175,1.137e-05
Tupi,kaw,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,gzip,0.90395683,6.71e-06
Tupi,kaw,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,bz2,0.93618581,4e-07
Tupi,kaw,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,gzip,0.92234718,1.08e-06
Tupi-Guarani,[gnw],$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,bz2,0.87662608,1.66e-06
Tupi-Guarani,[gnw],$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,gzip,0.81065468,2.6e-07
Tupi-Guarani,[gnw],$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,bz2,-1.44710027,1.58e-06
Tupi-Guarani,[gnw],$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,gzip,-1.21960971,1.18e-06
Tupi-Guarani,[gnw],$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,bz2,0.91094334,1.209e-05
Tupi-Guarani,[gnw],$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,gzip,0.90771174,4.16e-06
Tupi-Guarani,[gnw],$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,bz2,0.95590269,1.212e-05
Tupi-Guarani,[gnw],$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,gzip,0.93349068,2.9e-07
Tupi-Guarani,[gun],$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,bz2,0.88777531,1.23e-06
Tupi-Guarani,[gun],$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,gzip,0.84274175,6e-07
Tupi-Guarani,[gun],$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,bz2,-1.38156031,1e-06
Tupi-Guarani,[gun],$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,gzip,-1.1699114,1.57e-06
Tupi-Guarani,[gun],$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,bz2,0.91626808,1.469e-05
Tupi-Guarani,[gun],$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,gzip,0.90382418,7.39e-06
Tupi-Guarani,[gun],$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,bz2,0.95540022,1.33e-06
Tupi-Guarani,[gun],$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,gzip,0.92594537,1.4e-06
Tupi-Guarani,[pah],$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,bz2,0.93739373,1.57e-06
Tupi-Guarani,[pah],$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,gzip,0.8932011,3.3e-07
Tupi-Guarani,[pah],$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,bz2,-1.42280547,3.98e-06
Tupi-Guarani,[pah],$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,gzip,-1.21870454,3.9e-07
Tupi-Guarani,[pah],$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,bz2,0.90550613,1.769e-05
Tupi-Guarani,[pah],$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,gzip,0.903954,6.44e-06
Tupi-Guarani,[pah],$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,bz2,0.94732261,1.76e-06
Tupi-Guarani,[pah],$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,gzip,0.928948,6.2e-07
Tupi-Guarani,[yrl],$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,bz2,0.93380463,1.04e-06
Tupi-Guarani,[yrl],$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,gzip,0.91228277,7.6e-07
Tupi-Guarani,[yrl],$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,bz2,-1.4572065,5.2e-07
Tupi-Guarani,[yrl],$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,gzip,-1.20678908,2.6e-07
Tupi-Guarani,[yrl],$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,bz2,0.91425849,2.109e-05
Tupi-Guarani,[yrl],$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,gzip,0.90552837,4.04e-06
Tupi-Guarani,[yrl],$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,bz2,0.94783984,1e-06
Tupi-Guarani,[yrl],$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,gzip,0.92280524,7.3e-07
Tupi-Guarani,crg,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,bz2,0.86692238,6.3e-07
Tupi-Guarani,crg,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,gzip,0.80166315,2.5e-07
Tupi-Guarani,crg,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,bz2,-1.44728935,1.097e-05
Tupi-Guarani,crg,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,gzip,-1.21781336,2.03e-06
Tupi-Guarani,crg,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,bz2,0.91110663,3.6e-06
Tupi-Guarani,crg,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,gzip,0.90527778,3.29e-06
Tupi-Guarani,crg,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,bz2,0.95679092,1.35e-06
Tupi-Guarani,crg,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,gzip,0.93216653,1.6e-06
Tupi-Guarani,gjj,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,bz2,0.77542693,2.3e-07
Tupi-Guarani,gjj,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,gzip,0.73459714,1.4e-07
Tupi-Guarani,gjj,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,bz2,-1.46145398,1.29e-06
Tupi-Guarani,gjj,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,gzip,-1.22852681,1.68e-06
Tupi-Guarani,gjj,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,bz2,0.90305809,1.696e-05
Tupi-Guarani,gjj,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,gzip,0.90446637,1.059e-05
Tupi-Guarani,gjj,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,bz2,0.96759698,1.196e-05
Tupi-Guarani,gjj,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,gzip,0.93691555,1.4e-06
Tupi-Guarani,gua,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,bz2,1.03576468,1.16e-06
Tupi-Guarani,gua,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,gzip,1.00193111,8.4e-07
Tupi-Guarani,gua,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,bz2,-1.32277232,7.3e-07
Tupi-Guarani,gua,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,gzip,-1.14205202,7.3e-07
Tupi-Guarani,gua,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,bz2,0.90686694,1.923e-05
Tupi-Guarani,gua,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,gzip,0.9048021,5.66e-06
Tupi-Guarani,gua,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,bz2,0.92798241,3.38e-06
Tupi-Guarani,gua,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,gzip,0.91524086,1.03e-06
Tupi-Guarani,kyz,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,bz2,0.85230932,1.4e-06
Tupi-Guarani,kyz,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,gzip,0.80849568,4.8e-07
Tupi-Guarani,kyz,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,bz2,-1.42593322,2.86e-06
Tupi-Guarani,kyz,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,gzip,-1.21067164,7e-07
Tupi-Guarani,kyz,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,bz2,0.90884054,8.49e-06
Tupi-Guarani,kyz,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,gzip,0.90342686,2.09e-06
Tupi-Guarani,kyz,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,bz2,0.96462421,3.2e-06
Tupi-Guarani,kyz,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,gzip,0.93360972,1.58e-06
Tupi-Guarani,urk,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,bz2,0.72272774,6.05e-06
Tupi-Guarani,urk,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,gzip,0.66521219,1.19e-06
Tupi-Guarani,urk,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,bz2,-1.47216668,4.19e-06
Tupi-Guarani,urk,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,gzip,-1.25357228,1.71e-06
Tupi-Guarani,urk,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,bz2,0.90175694,7.78e-06
Tupi-Guarani,urk,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,gzip,0.90508005,6.8e-06
Tupi-Guarani,urk,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,bz2,0.99008087,1.34e-06
Tupi-Guarani,urk,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,gzip,0.95721981,6.4e-07
Yanomami,[guu],$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,bz2,0.78080448,7.9e-07
Yanomami,[guu],$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,gzip,0.74754346,1.4e-07
Yanomami,[guu],$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,bz2,-1.42279768,2.29e-06
Yanomami,[guu],$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,gzip,-1.19390267,8.6e-07
Yanomami,[guu],$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,bz2,0.89907968,5.83e-06
Yanomami,[guu],$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,gzip,0.90215286,7.2e-06
Yanomami,[guu],$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,bz2,0.96152861,1.58e-06
Yanomami,[guu],$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,gzip,0.9359116,1.49e-06
Yanomami,snm,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,bz2,0.68557758,2.7e-07
Yanomami,snm,$\mu_{\circ}^{\mathbb{M}}(\mathscr{T})$,gzip,0.64093494,1.3e-07
Yanomami,snm,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,bz2,-1.43986366,1.22e-06
Yanomami,snm,$\mu_{\times}^{\mathbb{M}}(\mathscr{T})$,gzip,-1.21551387,9.8e-07
Yanomami,snm,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,bz2,0.90574368,4.54e-06
Yanomami,snm,$\mu_{\times}^{\mathbb{P}}(\mathscr{T})$,gzip,0.9040421,1.154e-05
Yanomami,snm,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,bz2,1.00562028,1.42e-06
Yanomami,snm,$\mu_{\times}^{\mathbb{S}}(\mathscr{T})$,gzip,0.96083834,4.9e-07
