language,wals,metric,algorithm,value,run_id
KAYAPÓ,kyp,del-verses,gzip,0.9050560686517658,6
KAYAPÓ,kyp,del-verses,gzip,0.8995988213157241,7
KAYAPÓ,kyp,del-verses,gzip,0.9061363601783242,8
KAYAPÓ,kyp,del-verses,gzip,0.9052132941791052,9
KUBEO,cub,del-verses,gzip,0.9067244245781774,0
KUBEO,cub,del-verses,gzip,0.905734946412854,1
KUBEO,cub,del-verses,gzip,0.90746653320217,2
KUBEO,cub,del-verses,gzip,0.9047339626874688,3
KUBEO,cub,del-verses,gzip,0.9087091336888551,4
KUBEO,cub,del-verses,gzip,0.904475087586076,5
KUBEO,cub,del-verses,gzip,0.9068452329588274,6
KUBEO,cub,del-verses,gzip,0.90413567356425,7
KUBEO,cub,del-verses,gzip,0.9095087701131572,8
KUBEO,cub,del-verses,gzip,0.9012880474489297,9
MACUSHI,mac,del-verses,gzip,0.90333782367909,0
MACUSHI,mac,del-verses,gzip,0.903050441550666,1
MACUSHI,mac,del-verses,gzip,0.9008352043107319,2
MACUSHI,mac,del-verses,gzip,0.9084687920969915,3
MACUSHI,mac,del-verses,gzip,0.9025954198473283,4
MACUSHI,mac,del-verses,gzip,0.9072055081574615,5
MACUSHI,mac,del-verses,gzip,0.9023978446340368,6
MACUSHI,mac,del-verses,gzip,0.9061637479419249,7
MACUSHI,mac,del-verses,gzip,0.9062775033677594,8
MACUSHI,mac,del-verses,gzip,0.9034455919772489,9
MAKUNA,mcn,del-verses,gzip,0.904146388699732,0
MAKUNA,mcn,del-verses,gzip,0.906270499228448,1
MAKUNA,mcn,del-verses,gzip,0.9062392623089082,2
MAKUNA,mcn,del-verses,gzip,0.903015612212386,3
MAKUNA,mcn,del-verses,gzip,0.9061143146307483,4
MAKUNA,mcn,del-verses,gzip,0.9059019035778768,5
MAKUNA,mcn,del-verses,gzip,0.9016974142078005,6
MAKUNA,mcn,del-verses,gzip,0.9048086113939787,7
MAKUNA,mcn,del-verses,gzip,0.9029906226767541,8
MAKUNA,mcn,del-verses,gzip,0.9007103275503383,9
MATSÉS,myr,del-verses,gzip,0.9073453235095396,0
MATSÉS,myr,del-verses,gzip,0.9048486213442296,1
MATSÉS,myr,del-verses,gzip,0.9014639168623918,2
MATSÉS,myr,del-verses,gzip,0.9018500048260996,3
MATSÉS,myr,del-verses,gzip,0.9003893053634053,4
MATSÉS,myr,del-verses,gzip,0.9064251471960362,5
MATSÉS,myr,del-verses,gzip,0.9057881020559184,6
MATSÉS,myr,del-verses,gzip,0.898928605900711,7
MATSÉS,myr,del-verses,gzip,0.9039413146295164,8
MATSÉS,myr,del-verses,gzip,0.9020108748109777,9
MAXAKALI,max,del-verses,gzip,0.9080208026377617,0
MAXAKALI,max,del-verses,gzip,0.9081482307404369,1
MAXAKALI,max,del-verses,gzip,0.9094065832543544,2
MAXAKALI,max,del-verses,gzip,0.9046439579168691,3
MAXAKALI,max,del-verses,gzip,0.9043970659679359,4
MAXAKALI,max,del-verses,gzip,0.9010998638112153,5
MAXAKALI,max,del-verses,gzip,0.9062925589952294,6
MAXAKALI,max,del-verses,gzip,0.9016732902732536,7
MAXAKALI,max,del-verses,gzip,0.9083712299201185,8
MAXAKALI,max,del-verses,gzip,0.9081243379711853,9
MUNDURUKÚ,muu,del-verses,gzip,0.9051997481850262,0
MUNDURUKÚ,muu,del-verses,gzip,0.9053903420871765,1
MUNDURUKÚ,muu,del-verses,gzip,0.9052517283401581,2
MUNDURUKÚ,muu,del-verses,gzip,0.9004175739128928,3
MUNDURUKÚ,muu,del-verses,gzip,0.9024505755358287,4
MUNDURUKÚ,muu,del-verses,gzip,0.9037038748317865,5
MUNDURUKÚ,muu,del-verses,gzip,0.9071056872065287,6
MUNDURUKÚ,muu,del-verses,gzip,0.9046164153329906,7
MUNDURUKÚ,muu,del-verses,gzip,0.9050264810012533,8
MUNDURUKÚ,muu,del-verses,gzip,0.9041197160728415,9
NADEB,nad,del-verses,gzip,0.9040067372785282,0
NADEB,nad,del-verses,gzip,0.9077835001457585,1
NADEB,nad,del-verses,gzip,0.9043954264243838,2
NADEB,nad,del-verses,gzip,0.8996663751498073,3
NADEB,nad,del-verses,gzip,0.9010462216175946,4
NADEB,nad,del-verses,gzip,0.9064878696595731,5
NADEB,nad,del-verses,gzip,0.9057687947397403,6
NADEB,nad,del-verses,gzip,0.9022122890551615,7
NADEB,nad,del-verses,gzip,0.899601593625498,8
NADEB,nad,del-verses,gzip,0.9065332167265896,9
NAMBIKUÁRA,nmb,del-verses,gzip,0.9070335575410153,0
NAMBIKUÁRA,nmb,del-verses,gzip,0.9030585485696409,1
NAMBIKUÁRA,nmb,del-verses,gzip,0.9062928440637106,2
NAMBIKUÁRA,nmb,del-verses,gzip,0.9042225268911197,3
NAMBIKUÁRA,nmb,del-verses,gzip,0.9031781668951684,4
NAMBIKUÁRA,nmb,del-verses,gzip,0.9076086456445127,5
NAMBIKUÁRA,nmb,del-verses,gzip,0.9071071688182629,6
NAMBIKUÁRA,nmb,del-verses,gzip,0.8976987274450445,7
NAMBIKUÁRA,nmb,del-verses,gzip,0.9080779175369667,8
NAMBIKUÁRA,nmb,del-verses,gzip,0.9064492680278619,9
NHEENGATU,[yrl],del-verses,gzip,0.9028926007161202,0
NHEENGATU,[yrl],del-verses,gzip,0.906576308044167,1
NHEENGATU,[yrl],del-verses,gzip,0.9048422473426692,2
NHEENGATU,[yrl],del-verses,gzip,0.9057608308494085,3
NHEENGATU,[yrl],del-verses,gzip,0.902198976435521,4
NHEENGATU,[yrl],del-verses,gzip,0.9072043192171418,5
NHEENGATU,[yrl],del-verses,gzip,0.9085540745739835,6
NHEENGATU,[yrl],del-verses,gzip,0.9043829555892995,7
NHEENGATU,[yrl],del-verses,gzip,0.905470258515644,8
NHEENGATU,[yrl],del-verses,gzip,0.9074011585400146,9
PALIKÚR,plk,del-verses,gzip,0.9078195453860509,0
PALIKÚR,plk,del-verses,gzip,0.9077673841731289,1
PALIKÚR,plk,del-verses,gzip,0.9042725829073501,2
PALIKÚR,plk,del-verses,gzip,0.9095408654124792,3
PALIKÚR,plk,del-verses,gzip,0.9052868287141681,4
PALIKÚR,plk,del-verses,gzip,0.9005575454092337,5
PALIKÚR,plk,del-verses,gzip,0.9023310266485841,6
PALIKÚR,plk,del-verses,gzip,0.9078195453860509,7
PALIKÚR,plk,del-verses,gzip,0.9087816299799469,8
PALIKÚR,plk,del-verses,gzip,0.9022151128420907,9
PARECÍS,pex,del-verses,gzip,0.9033169803031412,0
PARECÍS,pex,del-verses,gzip,0.9041151058065461,1
PARECÍS,pex,del-verses,gzip,0.9016767957823827,2
PARECÍS,pex,del-verses,gzip,0.9035879036391594,3
PARECÍS,pex,del-verses,gzip,0.8997803324302556,4
PARECÍS,pex,del-verses,gzip,0.9033828805740646,5
PARECÍS,pex,del-verses,gzip,0.9061580142051695,6
PARECÍS,pex,del-verses,gzip,0.9045471186937102,7
PARECÍS,pex,del-verses,gzip,0.9049498425715751,8
PARECÍS,pex,del-verses,gzip,0.903997949769349,9
PAUMARÍ,pau,del-verses,gzip,0.8945786983761668,0
PAUMARÍ,pau,del-verses,gzip,0.9022343690065209,1
PAUMARÍ,pau,del-verses,gzip,0.9044506243873333,2
PAUMARÍ,pau,del-verses,gzip,0.905489494097089,3
PAUMARÍ,pau,del-verses,gzip,0.902388867578741,4
PAUMARÍ,pau,del-verses,gzip,0.9007746238758897,5
PAUMARÍ,pau,del-verses,gzip,0.9013233601841196,6
PAUMARÍ,pau,del-verses,gzip,0.9053935984315731,7
PAUMARÍ,pau,del-verses,gzip,0.9070664450411285,8
PAUMARÍ,pau,del-verses,gzip,0.904434641776414,9
PIRATAPÚYA,prt,del-verses,gzip,0.9001836323244257,0
PIRATAPÚYA,prt,del-verses,gzip,0.9052816765759635,1
PIRATAPÚYA,prt,del-verses,gzip,0.9020071141473939,2
PIRATAPÚYA,prt,del-verses,gzip,0.908556239004533,3
PIRATAPÚYA,prt,del-verses,gzip,0.9014870365852092,4
PIRATAPÚYA,prt,del-verses,gzip,0.9043506735325466,5
PIRATAPÚYA,prt,del-verses,gzip,0.9063346731216211,6
PIRATAPÚYA,prt,del-verses,gzip,0.906886854237027,7
PIRATAPÚYA,prt,del-verses,gzip,0.9050120067289048,8
PIRATAPÚYA,prt,del-verses,gzip,0.8973007332451556,9
PORTUGUESE,por,del-verses,gzip,0.9029982653304505,0
PORTUGUESE,por,del-verses,gzip,0.9056537073423383,1
PORTUGUESE,por,del-verses,gzip,0.9023076859837056,2
PORTUGUESE,por,del-verses,gzip,0.906582700987364,3
PORTUGUESE,por,del-verses,gzip,0.9033024490903261,4
PORTUGUESE,por,del-verses,gzip,0.9061058723908021,5
PORTUGUESE,por,del-verses,gzip,0.9042150003699532,6
PORTUGUESE,por,del-verses,gzip,0.9095752114899249,7
PORTUGUESE,por,del-verses,gzip,0.9050042339090901,8
PORTUGUESE,por,del-verses,gzip,0.9047329348800118,9
RIKBAKTSA,rik,del-verses,gzip,0.8992177054589935,0
RIKBAKTSA,rik,del-verses,gzip,0.901635706767559,1
RIKBAKTSA,rik,del-verses,gzip,0.9056808807214178,2
RIKBAKTSA,rik,del-verses,gzip,0.9041390492987796,3
RIKBAKTSA,rik,del-verses,gzip,0.9038716468011265,4
RIKBAKTSA,rik,del-verses,gzip,0.9044064517964328,5
RIKBAKTSA,rik,del-verses,gzip,0.9046795437089296,6
RIKBAKTSA,rik,del-verses,gzip,0.8992233948738372,7
RIKBAKTSA,rik,del-verses,gzip,0.9058174266776662,8
RIKBAKTSA,rik,del-verses,gzip,0.901186242994908,9
SANUMÁ,snm,del-verses,gzip,0.9011461088402661,0
SANUMÁ,snm,del-verses,gzip,0.9053191205150811,1
SANUMÁ,snm,del-verses,gzip,0.9070609922256953,2
SANUMÁ,snm,del-verses,gzip,0.9002324276669071,3
SANUMÁ,snm,del-verses,gzip,0.8999599262643264,4
SANUMÁ,snm,del-verses,gzip,0.9080868798589404,5
SANUMÁ,snm,del-verses,gzip,0.8996767385322326,6
SANUMÁ,snm,del-verses,gzip,0.9070396195666693,7
SANUMÁ,snm,del-verses,gzip,0.9049718148059095,8
