language,wals,metric,algorithm,value,run_id
ANCIENT_GREEK,[grc],del-verses,gzip,0.807393424659062,0
ANCIENT_GREEK,[grc],del-verses,gzip,0.8094762758509159,1
ANCIENT_GREEK,[grc],del-verses,gzip,0.8049536725936377,2
ANCIENT_GREEK,[grc],del-verses,gzip,0.8093145551425791,3
ANCIENT_GREEK,[grc],del-verses,gzip,0.8118323792740971,4
ANCIENT_GREEK,[grc],del-verses,gzip,0.8069696048716969,5
ANCIENT_GREEK,[grc],del-verses,gzip,0.8070783481066129,6
ANCIENT_GREEK,[grc],del-verses,gzip,0.8078088795822029,7
ANCIENT_GREEK,[grc],del-verses,gzip,0.8086035416835126,8
ANCIENT_GREEK,[grc],del-verses,gzip,0.8091611992984667,9
APALAÍ,apl,del-verses,gzip,0.8056951048672644,0
APALAÍ,apl,del-verses,gzip,0.8075364093070475,1
APALAÍ,apl,del-verses,gzip,0.8048515883739042,2
APALAÍ,apl,del-verses,gzip,0.808357531557221,3
APALAÍ,apl,del-verses,gzip,0.8105223083985876,4
APALAÍ,apl,del-verses,gzip,0.8057821935907676,5
APALAÍ,apl,del-verses,gzip,0.8065834098469975,6
APALAÍ,apl,del-verses,gzip,0.8066555690750431,7
APALAÍ,apl,del-verses,gzip,0.8080017119154792,8
APALAÍ,apl,del-verses,gzip,0.8090816120869195,9
APURINÃ,apu,del-verses,gzip,0.8058010897970822,0
APURINÃ,apu,del-verses,gzip,0.8046317683958846,1
APURINÃ,apu,del-verses,gzip,0.8078362845401061,2
APURINÃ,apu,del-verses,gzip,0.8074595903974385,3
APURINÃ,apu,del-verses,gzip,0.8080691024477271,4
APURINÃ,apu,del-verses,gzip,0.8091128591347022,5
APURINÃ,apu,del-verses,gzip,0.8127699314364342,6
APURINÃ,apu,del-verses,gzip,0.8075040612337256,7
APURINÃ,apu,del-verses,gzip,0.8084641081112189,8
APURINÃ,apu,del-verses,gzip,0.8050267740593764,9
ASHENINKA,cax,del-verses,gzip,0.8078080007149979,0
ASHENINKA,cax,del-verses,gzip,0.8025600277061694,1
ASHENINKA,cax,del-verses,gzip,0.809031317467455,2
ASHENINKA,cax,del-verses,gzip,0.8084894831067777,3
ASHENINKA,cax,del-verses,gzip,0.8076152864320766,4
ASHENINKA,cax,del-verses,gzip,0.8079532346673445,5
ASHENINKA,cax,del-verses,gzip,0.8120477149392671,6
ASHENINKA,cax,del-verses,gzip,0.806305387900336,7
ASHENINKA,cax,del-verses,gzip,0.8067382967967535,8
ASHENINKA,cax,del-verses,gzip,0.808159913753376,9
ENGLISH,eng,del-verses,gzip,0.8097917301271599,0
ENGLISH,eng,del-verses,gzip,0.8104218554952307,1
ENGLISH,eng,del-verses,gzip,0.8081641551243228,2
ENGLISH,eng,del-verses,gzip,0.8078804493898833,3
ENGLISH,eng,del-verses,gzip,0.8061662694786385,4
ENGLISH,eng,del-verses,gzip,0.809152645630633,5
ENGLISH,eng,del-verses,gzip,0.8090122859514893,6
ENGLISH,eng,del-verses,gzip,0.8074593703524521,7
ENGLISH,eng,del-verses,gzip,0.8099709126962795,8
ENGLISH,eng,del-verses,gzip,0.8094990652642644,9
FRENCH,fre,del-verses,gzip,0.8094619492770235,0
FRENCH,fre,del-verses,gzip,0.8095779877791646,1
FRENCH,fre,del-verses,gzip,0.8095864784012725,2
FRENCH,fre,del-verses,gzip,0.8114346038134214,3
FRENCH,fre,del-verses,gzip,0.80971666794026,4
FRENCH,fre,del-verses,gzip,0.805720415134817,5
FRENCH,fre,del-verses,gzip,0.8081147705692396,6
FRENCH,fre,del-verses,gzip,0.8114147923618363,7
FRENCH,fre,del-verses,gzip,0.808041185177638,8
FRENCH,fre,del-verses,gzip,0.8076902394638455,9
GERMANY,ger,del-verses,gzip,0.8077284656664969,0
GERMANY,ger,del-verses,gzip,0.8103221546364638,1
GERMANY,ger,del-verses,gzip,0.8086349977336699,2
GERMANY,ger,del-verses,gzip,0.8091358287213981,3
GERMANY,ger,del-verses,gzip,0.8102046412203489,4
GERMANY,ger,del-verses,gzip,0.8091638081061874,5
GERMANY,ger,del-verses,gzip,0.8110496186409853,6
GERMANY,ger,del-verses,gzip,0.8052942591898289,7
GERMANY,ger,del-verses,gzip,0.8090155173668041,8
GERMANY,ger,del-verses,gzip,0.8062287706417911,9
GUARANI_EASTERN_BOLIVIAN,crg,del-verses,gzip,0.8126819768834214,0
GUARANI_EASTERN_BOLIVIAN,crg,del-verses,gzip,0.8079584557016273,1
GUARANI_EASTERN_BOLIVIAN,crg,del-verses,gzip,0.8126567679645058,2
GUARANI_EASTERN_BOLIVIAN,crg,del-verses,gzip,0.8085540164110062,3
GUARANI_EASTERN_BOLIVIAN,crg,del-verses,gzip,0.811947767120007,4
GUARANI_EASTERN_BOLIVIAN,crg,del-verses,gzip,0.8091747860393007,5
GUARANI_EASTERN_BOLIVIAN,crg,del-verses,gzip,0.8087084210393637,6
GUARANI_EASTERN_BOLIVIAN,crg,del-verses,gzip,0.8119855804983803,7
GUARANI_EASTERN_BOLIVIAN,crg,del-verses,gzip,0.8110686060728286,8
GUARANI_EASTERN_BOLIVIAN,crg,del-verses,gzip,0.8111221750255241,9
GUARANI_MBYA,[gun],del-verses,gzip,0.8071981559494475,0
GUARANI_MBYA,[gun],del-verses,gzip,0.8073126142595978,1
GUARANI_MBYA,[gun],del-verses,gzip,0.8086352436213338,2
GUARANI_MBYA,[gun],del-verses,gzip,0.8086988315714172,3
GUARANI_MBYA,[gun],del-verses,gzip,0.811048406327001,4
GUARANI_MBYA,[gun],del-verses,gzip,0.8075574278674191,5
GUARANI_MBYA,[gun],del-verses,gzip,0.8090644622843971,6
GUARANI_MBYA,[gun],del-verses,gzip,0.8083777124234958,7
GUARANI_MBYA,[gun],del-verses,gzip,0.8078244972577696,8
GUARANI_MBYA,[gun],del-verses,gzip,0.8056116365948652,9
GUARANI_PARAGUAY,gua,del-verses,gzip,0.8058387000469143,0
GUARANI_PARAGUAY,gua,del-verses,gzip,0.8088241566085214,1
GUARANI_PARAGUAY,gua,del-verses,gzip,0.8075751390674408,2
GUARANI_PARAGUAY,gua,del-verses,gzip,0.8085926314057845,3
GUARANI_PARAGUAY,gua,del-verses,gzip,0.8098690664050838,4
GUARANI_PARAGUAY,gua,del-verses,gzip,0.8073314283277179,5
GUARANI_PARAGUAY,gua,del-verses,gzip,0.8108682804379482,6
GUARANI_PARAGUAY,gua,del-verses,gzip,0.8074502373133328,7
GUARANI_PARAGUAY,gua,del-verses,gzip,0.8090008468948205,8
GUARANI_PARAGUAY,gua,del-verses,gzip,0.8073283819434713,9
GUARANI_WESTERN_BOLIVIAN,[gnw],del-verses,gzip,0.808433866562622,0
GUARANI_WESTERN_BOLIVIAN,[gnw],del-verses,gzip,0.8076004682013266,1
GUARANI_WESTERN_BOLIVIAN,[gnw],del-verses,gzip,0.8082434646898167,2
GUARANI_WESTERN_BOLIVIAN,[gnw],del-verses,gzip,0.8092110807647288,3
GUARANI_WESTERN_BOLIVIAN,[gnw],del-verses,gzip,0.8050472103004291,4
GUARANI_WESTERN_BOLIVIAN,[gnw],del-verses,gzip,0.811049551307062,5
GUARANI_WESTERN_BOLIVIAN,[gnw],del-verses,gzip,0.8079531798673429,6
GUARANI_WESTERN_BOLIVIAN,[gnw],del-verses,gzip,0.8119797112758487,7
GUARANI_WESTERN_BOLIVIAN,[gnw],del-verses,gzip,0.8130347249317207,8
GUARANI_WESTERN_BOLIVIAN,[gnw],del-verses,gzip,0.8093671478735857,9
JAMAMADI,jmm,del-verses,gzip,0.8068458612879792,0
JAMAMADI,jmm,del-verses,gzip,0.8096136588508709,1
JAMAMADI,jmm,del-verses,gzip,0.810626107365563,2
JAMAMADI,jmm,del-verses,gzip,0.8087589945202868,3
JAMAMADI,jmm,del-verses,gzip,0.804873558986631,4
JAMAMADI,jmm,del-verses,gzip,0.8100081193111406,5
JAMAMADI,jmm,del-verses,gzip,0.8042983041487379,6
JAMAMADI,jmm,del-verses,gzip,0.8081936011939004,7
JAMAMADI,jmm,del-verses,gzip,0.8100442781866652,8
JAMAMADI,jmm,del-verses,gzip,0.8090482655244845,9
KAIGANG,kng,del-verses,gzip,0.8102392162839259,0
KAIGANG,kng,del-verses,gzip,0.8093034199346012,1
KAIGANG,kng,del-verses,gzip,0.8097178440321593,2
KAIGANG,kng,del-verses,gzip,0.8112365078219206,3
KAIGANG,kng,del-verses,gzip,0.8116161737693609,4
KAIGANG,kng,del-verses,gzip,0.8092365773382209,5
KAIGANG,kng,del-verses,gzip,0.8090440706606454,6
KAIGANG,kng,del-verses,gzip,0.8088515639830701,7
KAIGANG,kng,del-verses,gzip,0.808161748388425,8
KAIGANG,kng,del-verses,gzip,0.8085387406320101,9
MACUSHI,mac,del-verses,gzip,0.8111932153094821,0
MACUSHI,mac,del-verses,gzip,0.8085082063108918,1
MACUSHI,mac,del-verses,gzip,0.8112492463820736,2
MACUSHI,mac,del-verses,gzip,0.8104087802931994,3
MACUSHI,mac,del-verses,gzip,0.8076789464365358,4
MACUSHI,mac,del-verses,gzip,0.8105096362238643,5
MACUSHI,mac,del-verses,gzip,0.8061705899623696,6
MACUSHI,mac,del-verses,gzip,0.8095817616617471,7
MACUSHI,mac,del-verses,gzip,0.8083333893644059,8
MACUSHI,mac,del-verses,gzip,0.8053615012741466,9
MATSÉS,myr,del-verses,gzip,0.8063108645588388,0
MATSÉS,myr,del-verses,gzip,0.8086890262398595,1
MATSÉS,myr,del-verses,gzip,0.8093248204851935,2
MATSÉS,myr,del-verses,gzip,0.809315113702822,3
MATSÉS,myr,del-verses,gzip,0.810749290798213,4
MATSÉS,myr,del-verses,gzip,0.8081236061667189,5
MATSÉS,myr,del-verses,gzip,0.8086671859795236,6
MATSÉS,myr,del-verses,gzip,0.8104823542829964,7
MATSÉS,myr,del-verses,gzip,0.8105794221067115,8
MATSÉS,myr,del-verses,gzip,0.8112006561784884,9
MAXAKALI,max,del-verses,gzip,0.8100392303719788,0
MAXAKALI,max,del-verses,gzip,0.8064181975773207,1
MAXAKALI,max,del-verses,gzip,0.8109331634055225,2
MAXAKALI,max,del-verses,gzip,0.8050289773224893,3
MAXAKALI,max,del-verses,gzip,0.8094805222260141,4
MAXAKALI,max,del-verses,gzip,0.8109875241981028,5
MAXAKALI,max,del-verses,gzip,0.8077681572597328,6
MAXAKALI,max,del-verses,gzip,0.803639757067658,7
MAXAKALI,max,del-verses,gzip,0.8036669374639482,8
MAXAKALI,max,del-verses,gzip,0.8075507140894114,9
NADEB,nad,del-verses,gzip,0.8105815901326132,0
NADEB,nad,del-verses,gzip,0.8112756820127193,1
NADEB,nad,del-verses,gzip,0.8124676560541735,2
NADEB,nad,del-verses,gzip,0.8095637522165566,3
NADEB,nad,del-verses,gzip,0.8091885011294322,4
NADEB,nad,del-verses,gzip,0.8098261827153953,5
NADEB,nad,del-verses,gzip,0.8063336497215048,6
NADEB,nad,del-verses,gzip,0.8094705526001467,7
NADEB,nad,del-verses,gzip,0.8089407863595004,8
NADEB,nad,del-verses,gzip,0.8072067829699775,9
NHEENGATU,[yrl],del-verses,gzip,0.8100485280074408,0
NHEENGATU,[yrl],del-verses,gzip,0.8078795000230747,1
NHEENGATU,[yrl],del-verses,gzip,0.8073399054999592,2
NHEENGATU,[yrl],del-verses,gzip,0.8127323007671472,3
NHEENGATU,[yrl],del-verses,gzip,0.8083338954109616,4
NHEENGATU,[yrl],del-verses,gzip,0.807347005427895,5
NHEENGATU,[yrl],del-verses,gzip,0.8087740909429769,6
NHEENGATU,[yrl],del-verses,gzip,0.8051566776597218,7
NHEENGATU,[yrl],del-verses,gzip,0.8047235820556421,8
NHEENGATU,[yrl],del-verses,gzip,0.8052951262544685,9
PALIKÚR,plk,del-verses,gzip,0.8089422972826675,0
PALIKÚR,plk,del-verses,gzip,0.8049648154162606,1
PALIKÚR,plk,del-verses,gzip,0.8096178412904623,2
PALIKÚR,plk,del-verses,gzip,0.8107783912525712,3
PALIKÚR,plk,del-verses,gzip,0.8077492692432608,4
PALIKÚR,plk,del-verses,gzip,0.8088340370250081,5
PALIKÚR,plk,del-verses,gzip,0.8114236223882213,6
PALIKÚR,plk,del-verses,gzip,0.8097953881130238,7
PALIKÚR,plk,del-verses,gzip,0.8090787052073184,8
PALIKÚR,plk,del-verses,gzip,0.8098798311139981,9
PARECÍS,pex,del-verses,gzip,0.8095317239373416,0
PARECÍS,pex,del-verses,gzip,0.8074098696693952,1
PARECÍS,pex,del-verses,gzip,0.8072741374773202,2
PARECÍS,pex,del-verses,gzip,0.8079389482140137,3
PARECÍS,pex,del-verses,gzip,0.810395977895043,4
PARECÍS,pex,del-verses,gzip,0.8119444329025913,5
PARECÍS,pex,del-verses,gzip,0.8109638370659686,6
PARECÍS,pex,del-verses,gzip,0.805415437459315,7
PARECÍS,pex,del-verses,gzip,0.8074154097588676,8
PARECÍS,pex,del-verses,gzip,0.806822620185316,9
PORTUGUESE,por,del-verses,gzip,0.8089237914921795,0
PORTUGUESE,por,del-verses,gzip,0.807415974158809,1
PORTUGUESE,por,del-verses,gzip,0.8071579353161908,2
PORTUGUESE,por,del-verses,gzip,0.8088927024749967,3
PORTUGUESE,por,del-verses,gzip,0.8092377905657269,4
PORTUGUESE,por,del-verses,gzip,0.8110378446606168,5
PORTUGUESE,por,del-verses,gzip,0.8073879940433443,6
PORTUGUESE,por,del-verses,gzip,0.8072729646797676,7
PORTUGUESE,por,del-verses,gzip,0.8066169864172084,8
PORTUGUESE,por,del-verses,gzip,0.8092408994674452,9
SATERÉ-MAWÉ,[mav],del-verses,gzip,0.8067724646521415,0
SATERÉ-MAWÉ,[mav],del-verses,gzip,0.8080643834771464,1
SATERÉ-MAWÉ,[mav],del-verses,gzip,0.8051138739059812,2
SATERÉ-MAWÉ,[mav],del-verses,gzip,0.8048962695415572,3
SATERÉ-MAWÉ,[mav],del-verses,gzip,0.8004619380838479,4
SATERÉ-MAWÉ,[mav],del-verses,gzip,0.8062327372915624,5
SATERÉ-MAWÉ,[mav],del-verses,gzip,0.8063561035454091,6
SATERÉ-MAWÉ,[mav],del-verses,gzip,0.8082854146819549,7
SATERÉ-MAWÉ,[mav],del-verses,gzip,0.8063526767050244,8
SATERÉ-MAWÉ,[mav],del-verses,gzip,0.8127231729800489,9
SPANISH,spa,del-verses,gzip,0.8064057634511268,0
SPANISH,spa,del-verses,gzip,0.8093867653281543,1
SPANISH,spa,del-verses,gzip,0.8075911117862141,2
SPANISH,spa,del-verses,gzip,0.8085323380385604,3
SPANISH,spa,del-verses,gzip,0.8039048683368234,4
SPANISH,spa,del-verses,gzip,0.8077294476331008,5
SPANISH,spa,del-verses,gzip,0.8092782666247138,6
SPANISH,spa,del-verses,gzip,0.8044771989974719,7
SPANISH,spa,del-verses,gzip,0.8041869649657687,8
SPANISH,spa,del-verses,gzip,0.8087330606399253,9
TERÊNA,trn,del-verses,gzip,0.800882239544406,0
TERÊNA,trn,del-verses,gzip,0.8096809420319511,1
TERÊNA,trn,del-verses,gzip,0.8080267428861898,2
TERÊNA,trn,del-verses,gzip,0.8067580927600787,3
TERÊNA,trn,del-verses,gzip,0.8100147973282961,4
TERÊNA,trn,del-verses,gzip,0.8089184596132017,5
TERÊNA,trn,del-verses,gzip,0.8056402159936072,6
TERÊNA,trn,del-verses,gzip,0.8087956870203522,7
TERÊNA,trn,del-verses,gzip,0.8112705240235809,8
TERÊNA,trn,del-verses,gzip,0.8096163248778198,9
TUYÚCA,tuy,del-verses,gzip,0.8123394587407247,0
TUYÚCA,tuy,del-verses,gzip,0.8102872778521056,1
TUYÚCA,tuy,del-verses,gzip,0.8110565022815746,2
TUYÚCA,tuy,del-verses,gzip,0.8094850866613736,3
TUYÚCA,tuy,del-verses,gzip,0.8085894896470633,4
TUYÚCA,tuy,del-verses,gzip,0.8106993623678925,5
TUYÚCA,tuy,del-verses,gzip,0.8056362172839235,6
TUYÚCA,tuy,del-verses,gzip,0.809454867130216,7
TUYÚCA,tuy,del-verses,gzip,0.8046060059944561,8
TUYÚCA,tuy,del-verses,gzip,0.8128943992219845,9
WAPISHANA,wps,del-verses,gzip,0.808655057988322,0
WAPISHANA,wps,del-verses,gzip,0.8075387178845709,1
WAPISHANA,wps,del-verses,gzip,0.807862055293057,2
WAPISHANA,wps,del-verses,gzip,0.8074962355973245,3
WAPISHANA,wps,del-verses,gzip,0.804685324257858,4
WAPISHANA,wps,del-verses,gzip,0.8081901129556815,5
WAPISHANA,wps,del-verses,gzip,0.8066536702336053,6
WAPISHANA,wps,del-verses,gzip,0.805584532671239,7
WAPISHANA,wps,del-verses,gzip,0.8089524339990465,8
WAPISHANA,wps,del-verses,gzip,0.8139511831316998,9
YANOMAMI,[guu],del-verses,gzip,0.8044460238828209,0
YANOMAMI,[guu],del-verses,gzip,0.8074838262180111,1
YANOMAMI,[guu],del-verses,gzip,0.8069272169106471,2
YANOMAMI,[guu],del-verses,gzip,0.8113907953947003,3
YANOMAMI,[guu],del-verses,gzip,0.8072654641051221,4
YANOMAMI,[guu],del-verses,gzip,0.8096374760765038,5
YANOMAMI,[guu],del-verses,gzip,0.8107143010057501,6
YANOMAMI,[guu],del-verses,gzip,0.806197202395989,7
YANOMAMI,[guu],del-verses,gzip,0.8042897451157534,8
YANOMAMI,[guu],del-verses,gzip,0.8045252336688689,9
ANCIENT_GREEK,[grc],del-verses,bz2,0.825599802997256,0
ANCIENT_GREEK,[grc],del-verses,bz2,0.8292628227678885,1
ANCIENT_GREEK,[grc],del-verses,bz2,0.8325520650109055,2
ANCIENT_GREEK,[grc],del-verses,bz2,0.826611201013157,3
ANCIENT_GREEK,[grc],del-verses,bz2,0.8291352986702315,4
ANCIENT_GREEK,[grc],del-verses,bz2,0.8244916625624429,5
ANCIENT_GREEK,[grc],del-verses,bz2,0.8279524027298951,6
ANCIENT_GREEK,[grc],del-verses,bz2,0.8283569619362555,7
ANCIENT_GREEK,[grc],del-verses,bz2,0.8286603813410258,8
ANCIENT_GREEK,[grc],del-verses,bz2,0.8281502849503976,9
APALAÍ,apl,del-verses,bz2,0.8073856654732794,0
APALAÍ,apl,del-verses,bz2,0.8097533893150338,1
APALAÍ,apl,del-verses,bz2,0.8119823155522716,2
APALAÍ,apl,del-verses,bz2,0.8110066500381693,3
APALAÍ,apl,del-verses,bz2,0.8093206673715407,4
APALAÍ,apl,del-verses,bz2,0.813839754083303,5
APALAÍ,apl,del-verses,bz2,0.8139336465804761,6
APALAÍ,apl,del-verses,bz2,0.8069284498348717,7
APALAÍ,apl,del-verses,bz2,0.8096880727952613,8
APALAÍ,apl,del-verses,bz2,0.8109454158008826,9
APURINÃ,apu,del-verses,bz2,0.8095546178317702,0
APURINÃ,apu,del-verses,bz2,0.8087798968137537,1
APURINÃ,apu,del-verses,bz2,0.8135477277597376,2
APURINÃ,apu,del-verses,bz2,0.809472200702194,3
APURINÃ,apu,del-verses,bz2,0.8096576392437405,4
APURINÃ,apu,del-verses,bz2,0.8116356503535694,5
APURINÃ,apu,del-verses,bz2,0.8087551716748809,6
APURINÃ,apu,del-verses,bz2,0.8106590073680914,7
APURINÃ,apu,del-verses,bz2,0.8135106400514283,8
APURINÃ,apu,del-verses,bz2,0.8129007532925643,9
ASHENINKA,cax,del-verses,bz2,0.795601843517085,0
ASHENINKA,cax,del-verses,bz2,0.7971996183343535,1
ASHENINKA,cax,del-verses,bz2,0.796317466604256,2
ASHENINKA,cax,del-verses,bz2,0.7942111043099414,3
ASHENINKA,cax,del-verses,bz2,0.7987523854102906,4
ASHENINKA,cax,del-verses,bz2,0.7976947034890001,5
ASHENINKA,cax,del-verses,bz2,0.7960654232527995,6
ASHENINKA,cax,del-verses,bz2,0.7974876678788752,7
ASHENINKA,cax,del-verses,bz2,0.7957638713858783,8
ASHENINKA,cax,del-verses,bz2,0.794917725848846,9
ENGLISH,eng,del-verses,bz2,0.821312997995796,0
ENGLISH,eng,del-verses,bz2,0.823072786821137,1
ENGLISH,eng,del-verses,bz2,0.8238793566994183,2
ENGLISH,eng,del-verses,bz2,0.8268905509116684,3
ENGLISH,eng,del-verses,bz2,0.8206188590702449,4
ENGLISH,eng,del-verses,bz2,0.8235371755389354,5
ENGLISH,eng,del-verses,bz2,0.823781590653566,6
ENGLISH,eng,del-verses,bz2,0.8244415114630689,7
ENGLISH,eng,del-verses,bz2,0.8254093953170064,8
ENGLISH,eng,del-verses,bz2,0.8246077137410177,9
FRENCH,fre,del-verses,bz2,0.8258181248964107,0
FRENCH,fre,del-verses,bz2,0.8240870333879671,1
FRENCH,fre,del-verses,bz2,0.8218264857000792,2
FRENCH,fre,del-verses,bz2,0.8277702068101876,3
FRENCH,fre,del-verses,bz2,0.8240824294211893,4
FRENCH,fre,del-verses,bz2,0.8259608478665218,5
FRENCH,fre,del-verses,bz2,0.8246579252684113,6
FRENCH,fre,del-verses,bz2,0.8238153993480783,7
FRENCH,fre,del-verses,bz2,0.8262693136406327,8
FRENCH,fre,del-verses,bz2,0.8293769912156314,9
GERMANY,ger,del-verses,bz2,0.8246328598928729,0
GERMANY,ger,del-verses,bz2,0.8248012414728382,1
GERMANY,ger,del-verses,bz2,0.8183708854595679,2
GERMANY,ger,del-verses,bz2,0.8226759928824651,3
GERMANY,ger,del-verses,bz2,0.8226577894684148,4
GERMANY,ger,del-verses,bz2,0.8227169505640783,5
GERMANY,ger,del-verses,bz2,0.819927277360869,6
GERMANY,ger,del-verses,bz2,0.8188714793459513,7
GERMANY,ger,del-verses,bz2,0.8222891703338961,8
GERMANY,ger,del-verses,bz2,0.8186120806957344,9
GUARANI_EASTERN_BOLIVIAN,crg,del-verses,bz2,0.8027792813529141,0
GUARANI_EASTERN_BOLIVIAN,crg,del-verses,bz2,0.7982516934190624,1
GUARANI_EASTERN_BOLIVIAN,crg,del-verses,bz2,0.8015297682583203,2
GUARANI_EASTERN_BOLIVIAN,crg,del-verses,bz2,0.7971792368358483,3
GUARANI_EASTERN_BOLIVIAN,crg,del-verses,bz2,0.8002397851039827,4
GUARANI_EASTERN_BOLIVIAN,crg,del-verses,bz2,0.7972652357128042,5
GUARANI_EASTERN_BOLIVIAN,crg,del-verses,bz2,0.7999362596559033,6
GUARANI_EASTERN_BOLIVIAN,crg,del-verses,bz2,0.7983882798706982,7
GUARANI_EASTERN_BOLIVIAN,crg,del-verses,bz2,0.8015196507433844,8
GUARANI_EASTERN_BOLIVIAN,crg,del-verses,bz2,0.7977862877320072,9
GUARANI_MBYA,[gun],del-verses,bz2,0.8109757669170219,0
GUARANI_MBYA,[gun],del-verses,bz2,0.8134191792402741,1
GUARANI_MBYA,[gun],del-verses,bz2,0.814743982968282,2
GUARANI_MBYA,[gun],del-verses,bz2,0.815223386651958,3
GUARANI_MBYA,[gun],del-verses,bz2,0.8137954853575682,4
GUARANI_MBYA,[gun],del-verses,bz2,0.815805887902016,5
GUARANI_MBYA,[gun],del-verses,bz2,0.8129861694614698,6
GUARANI_MBYA,[gun],del-verses,bz2,0.8144913939306463,7
GUARANI_MBYA,[gun],del-verses,bz2,0.816594584284838,8
GUARANI_MBYA,[gun],del-verses,bz2,0.8108623595940018,9
GUARANI_PARAGUAY,gua,del-verses,bz2,0.8236879244299546,0
GUARANI_PARAGUAY,gua,del-verses,bz2,0.8237715196129052,1
GUARANI_PARAGUAY,gua,del-verses,bz2,0.827769336303421,2
GUARANI_PARAGUAY,gua,del-verses,bz2,0.8293478100520749,3
GUARANI_PARAGUAY,gua,del-verses,bz2,0.8229109809648851,4
GUARANI_PARAGUAY,gua,del-verses,bz2,0.8267858635628267,5
GUARANI_PARAGUAY,gua,del-verses,bz2,0.825871233914074,6
GUARANI_PARAGUAY,gua,del-verses,bz2,0.8253991669985887,7
GUARANI_PARAGUAY,gua,del-verses,bz2,0.8271448311131436,8
GUARANI_PARAGUAY,gua,del-verses,bz2,0.8293773142342927,9
GUARANI_WESTERN_BOLIVIAN,[gnw],del-verses,bz2,0.7965399732606881,0
GUARANI_WESTERN_BOLIVIAN,[gnw],del-verses,bz2,0.8023251138431227,1
GUARANI_WESTERN_BOLIVIAN,[gnw],del-verses,bz2,0.801742076217091,2
GUARANI_WESTERN_BOLIVIAN,[gnw],del-verses,bz2,0.7993797685943766,3
GUARANI_WESTERN_BOLIVIAN,[gnw],del-verses,bz2,0.8054765327355522,4
GUARANI_WESTERN_BOLIVIAN,[gnw],del-verses,bz2,0.8015360025734074,5
GUARANI_WESTERN_BOLIVIAN,[gnw],del-verses,bz2,0.8034911890951859,6
GUARANI_WESTERN_BOLIVIAN,[gnw],del-verses,bz2,0.8011288814724716,7
GUARANI_WESTERN_BOLIVIAN,[gnw],del-verses,bz2,0.7996009207973542,8
GUARANI_WESTERN_BOLIVIAN,[gnw],del-verses,bz2,0.8015963168105832,9
JAMAMADI,jmm,del-verses,bz2,0.8019803579505072,0
JAMAMADI,jmm,del-verses,bz2,0.8051086558549245,1
JAMAMADI,jmm,del-verses,bz2,0.8061639852684629,2
JAMAMADI,jmm,del-verses,bz2,0.8060886045960672,3
JAMAMADI,jmm,del-verses,bz2,0.8054155628782494,4
JAMAMADI,jmm,del-verses,bz2,0.8078600503973639,5
JAMAMADI,jmm,del-verses,bz2,0.801382696905085,6
JAMAMADI,jmm,del-verses,bz2,0.8074777627016433,7
JAMAMADI,jmm,del-verses,bz2,0.8024003359824255,8
JAMAMADI,jmm,del-verses,bz2,0.8068962546574487,9
KAIGANG,kng,del-verses,bz2,0.8019006602021869,0
KAIGANG,kng,del-verses,bz2,0.8004994498315109,1
KAIGANG,kng,del-verses,bz2,0.8054380716594457,2
KAIGANG,kng,del-verses,bz2,0.7985695619283405,3
KAIGANG,kng,del-verses,bz2,0.8033577470600372,4
KAIGANG,kng,del-verses,bz2,0.805919469087408,5
KAIGANG,kng,del-verses,bz2,0.8020167113678565,6
KAIGANG,kng,del-verses,bz2,0.797705625472801,7
KAIGANG,kng,del-verses,bz2,0.803117048346056,8
KAIGANG,kng,del-verses,bz2,0.8056744721821057,9
MACUSHI,mac,del-verses,bz2,0.8043735421835078,0
MACUSHI,mac,del-verses,bz2,0.8071992494446855,1
MACUSHI,mac,del-verses,bz2,0.8039137158050484,2
MACUSHI,mac,del-verses,bz2,0.8047332450763349,3
MACUSHI,mac,del-verses,bz2,0.8037542598834859,4
MACUSHI,mac,del-verses,bz2,0.8040991296673304,5
MACUSHI,mac,del-verses,bz2,0.8106850300555871,6
MACUSHI,mac,del-verses,bz2,0.8023043234804407,7
MACUSHI,mac,del-verses,bz2,0.8000163164198808,8
MACUSHI,mac,del-verses,bz2,0.8067245899572436,9
MATSÉS,myr,del-verses,bz2,0.8112809354562966,0
MATSÉS,myr,del-verses,bz2,0.8129782700275254,1
MATSÉS,myr,del-verses,bz2,0.8088923971681098,2
MATSÉS,myr,del-verses,bz2,0.8136940135214171,3
MATSÉS,myr,del-verses,bz2,0.8114036343409639,4
MATSÉS,myr,del-verses,bz2,0.8091827845284887,5
MATSÉS,myr,del-verses,bz2,0.8148923726283328,6
MATSÉS,myr,del-verses,bz2,0.8118821599911656,7
MATSÉS,myr,del-verses,bz2,0.8099598774647139,8
MATSÉS,myr,del-verses,bz2,0.8094281822978229,9
MAXAKALI,max,del-verses,bz2,0.800174318376624,0
MAXAKALI,max,del-verses,bz2,0.8029335567690425,1
MAXAKALI,max,del-verses,bz2,0.8018886095942523,2
MAXAKALI,max,del-verses,bz2,0.8027313089287607,3
MAXAKALI,max,del-verses,bz2,0.7983877957874664,4
MAXAKALI,max,del-verses,bz2,0.7986670904240463,5
MAXAKALI,max,del-verses,bz2,0.7968757524101201,6
MAXAKALI,max,del-verses,bz2,0.8017874856741113,7
MAXAKALI,max,del-verses,bz2,0.8029720801671916,8
MAXAKALI,max,del-verses,bz2,0.7986141207515915,9
